kale (raw)|0.49|-1|33|2|0.7|-1|-1|14|222
broccoli (cooked)|0.35|-1|55|3|1.2|-1|-1|10|156
cauliflower (cooked)|0.25|-1|25|1.5|0.5|-1|-1|7|113
cabbage (raw)|0.25|-1|22|1.4|0.5|-1|-1|7|113
zucchini (raw)|0.17|-1|17|1|0.3|-1|-1|5|80
cucumber (raw)|0.15|-1|16|1|0.3|-1|-1|4|68
bell pepper (raw)|0.2|-1|30|2|0.7|-1|-1|6|96
jalapeno (raw)|0.28|-1|12|0.7|0.2|-1|-1|8|128
chili pepper (raw)|0.4|-1|18|1|0.3|-1|-1|11|178
mushroom (raw)|0.22|-1|15|1|0.3|-1|-1|6|95
corn (cooked)|0.96|-1|125|8|2.6|-1|-1|27|430
peas (cooked)|0.8|-1|125|8|2.6|-1|-1|23|372
green beans (cooked)|0.3|-1|44|2.7|0.9|-1|-1|8.5|135
asparagus (cooked)|0.2|-1|27|1.7|0.6|-1|-1|6|90
eggplant (raw)|0.25|-1|20|1.2|0.4|-1|-1|7|112
pumpkin (raw)|0.26|-1|30|1.8|0.6|-1|-1|7|110
sweet potato (cooked)|0.76|-1|180|11|3.8|-1|-1|21|338
beet (raw)|0.43|-1|58|3.6|1.2|-1|-1|12|193
radish (raw)|0.16|-1|19|1|0.3|-1|-1|4.5|75
celery (raw)|0.16|-1|16|1|0.3|-1|-1|4.5|70
leek (raw)|0.61|-1|54|3.4|1.1|-1|-1|17|275
scallion (raw)|0.3|-1|32|2|0.7|-1|-1|8|128
parsley|0.36|-1|22|1.4|0.5|-1|-1|10|160
cilantro|0.23|-1|5|0.3|0.1|-1|-1|7|32
basil|0.23|-1|5|0.3|0.1|-1|-1|7|32
oregano (dried)|2.6|-1|58|3.6|1.2|-1|-1|74|1180
thyme (dried)|2.7|-1|50|3|1|-1|-1|78|1250
rosemary (dried)|3.3|-1|57|3.5|1.2|-1|-1|94|1500
sage (dried)|3.1|-1|50|3|1|-1|-1|88|1400
dill|0.43|-1|30|1.8|0.6|-1|-1|12|190
mint|0.48|-1|12|0.7|0.2|-1|-1|14|220
bay leaf (dried)|3.1|-1|68|4|1.3|-1|-1|88|1400
cinnamon (ground)|2.5|-1|65|4|1.3|-1|-1|71|1140
nutmeg (ground)|5.3|-1|80|5|1.7|-1|-1|150|2400
clove (ground)|2.7|-1|70|4.4|1.5|-1|-1|76|1220
cardamom (ground)|3.1|-1|70|4.4|1.5|-1|-1|88|1400
cumin (ground)|3.7|-1|66|4.1|1.4|-1|-1|105|1670
coriander (ground)|2.9|-1|50|3.1|1|-1|-1|82|1300
turmeric (ground)|3.5|-1|50|3.1|1|-1|-1|99|1580
ginger|0.8|-1|75|4.7|1.6|-1|-1|23|360
mustard (prepared yellow)|1|1|150|9|3|-1|-1|28|454
soy sauce|0.5|0.5|80|5|1.7|-1|-1|14|220
vinegar (white/cider)|0.2|0.2|30|2|0.7|-1|-1|6|95
honey|3|3|1030|64|21|-1|-1|86|1380
maple syrup|2.6|2.6|820|51|17|-1|-1|74|1180
molasses|2.9|2.9|800|50|16|-1|-1|82|1320
chocolate (dark)|5.5|-1|900|56|19|-1|-1|156|2500
cocoa powder (unsweetened)|2.3|-1|230|14|5|-1|-1|65|1030
vanilla (extract)|2.8|2.8|400|25|8|-1|-1|80|1280
walnut|6.5|-1|780|49|16|-1|-1|185|2950
pecan|6.9|-1|770|48|16|-1|-1|195|3100
cashew|5.5|-1|720|45|15|-1|-1|156|2500
peanut|5.6|-1|830|52|17|-1|-1|159|2550
hazelnut|6.3|-1|750|47|16|-1|-1|178|2850
sunflower seed|5.8|-1|740|46|15|-1|-1|165|2640
chia seed|4.8|-1|480|30|10|-1|-1|136|2170
pumpkin seed|5.6|-1|720|45|15|-1|-1|159|2550
sesame seed|5.7|-1|820|51|17|-1|-1|162|2600
coconut (shredded, unsweetened)|6.6|-1|700|44|15|-1|-1|187|3000
raisin|3|-1|490|30|10|-1|-1|85|1360
date|2.8|-1|415|26|8.6|-1|-1|79|1270
fig (dried)|2.5|-1|415|26|8.6|-1|-1|70|1110
apricot (dried)|2.4|-1|320|20|6.7|-1|-1|68|1080
plum|0.46|-1|75|4.7|1.6|-1|-1|13|200
peach|0.39|-1|60|3.8|1.3|-1|-1|11|170
pear|0.57|-1|96|6|2|-1|-1|16|250
orange|0.47|-1|85|5.3|1.8|-1|-1|13|210
lemon|0.29|-1|60|3.7|1.2|-1|-1|8|125
lime|0.3|-1|60|3.7|1.2|-1|-1|8|125
grapefruit|0.42|-1|75|4.7|1.6|-1|-1|12|190
strawberry|0.32|-1|46|2.9|1|-1|-1|9|145
blueberry|0.57|-1|84|5.2|1.7|-1|-1|16|255
raspberry|0.52|-1|64|4|1.3|-1|-1|15|240
blackberry|0.43|-1|62|3.8|1.3|-1|-1|12|190
watermelon|0.3|-1|46|2.9|1|-1|-1|8|125
melon (cantaloupe)|0.34|-1|53|3.3|1.1|-1|-1|9.6|154
pineapple|0.5|-1|82|5|1.7|-1|-1|14|220
mango|0.6|-1|100|6|2|-1|-1|17|270
kiwi|0.61|-1|90|5.6|1.9|-1|-1|17|270
papaya|0.43|-1|62|3.8|1.3|-1|-1|12|190
avocado|1.6|-1|235|14.7|4.9|-1|-1|45|720
bacon (cooked)|5|-1|-1|-1|-1|45|-1|142|2270
ham (deli slice)|1.4|-1|-1|-1|-1|-1|20|40|640
sausage (pork, cooked)|3|-1|-1|-1|-1|150|-1|85|1360
salami (deli slice)|4.4|-1|-1|-1|-1|-1|40|125|2000
prosciutto (deli slice)|2.8|-1|-1|-1|-1|-1|30|79|1270
anchovy (canned in oil)|2.1|-1|200|12|4|-1|-1|60|960
sardine (canned in oil)|2.1|-1|220|14|4.6|-1|-1|60|960
crab (cooked)|0.85|-1|100|6|2|-1|-1|24|380
lobster (cooked)|0.7|-1|130|8|2.7|-1|-1|20|320
clam (cooked)|0.7|-1|140|9|3|-1|-1|20|320
oyster (raw)|0.8|-1|160|10|3.3|-1|-1|22|350
scallop (cooked)|0.7|-1|100|6|2|-1|-1|20|320
squid (cooked)|0.9|-1|160|10|3.3|-1|-1|25|400
octopus (cooked)|0.8|-1|140|9|3|-1|-1|23|370
crayfish (cooked)|0.8|-1|150|9|3|-1|-1|23|370
quinoa (cooked)|1.2|-1|222|14|4.6|-1|-1|34|530
barley (cooked)|1.2|-1|193|12|4|-1|-1|34|540
oatmeal (cooked)|0.6|-1|150|9|3|-1|-1|17|270
couscous (cooked)|1.1|-1|176|11|3.7|-1|-1|31|500
bulgur (cooked)|0.8|-1|152|9.5|3|-1|-1|23|360
polenta (cooked)|0.8|-1|150|9|3|-1|-1|23|360
lentil (cooked)|1.2|-1|230|14|4.8|-1|-1|34|540
chickpea (cooked)|1.6|-1|270|17|5.6|-1|-1|45|720
black bean (cooked)|1.3|-1|227|14|4.7|-1|-1|37|580
kidney bean (cooked)|1.3|-1|225|14|4.7|-1|-1|37|580
pinto bean (cooked)|1.4|-1|245|15|5.1|-1|-1|39|630
navy bean (cooked)|1.2|-1|220|14|4.6|-1|-1|34|550
white bean (cooked)|1.4|-1|245|15|5.1|-1|-1|39|630
red bean (cooked)|1.2|-1|210|13|4.4|-1|-1|34|540
split pea (cooked)|1.2|-1|230|14|4.8|-1|-1|34|540
adzuki bean (cooked)|1.3|-1|290|18|6|-1|-1|37|580
mung bean (cooked)|1.1|-1|210|13|4.4|-1|-1|31|500
fava bean (cooked)|1.1|-1|187|11|3.9|-1|-1|31|500
buttermilk|0.4|0.4|98|6|2|-1|-1|11|180
sour cream|2|2|445|28|9|-1|-1|57|910
cream cheese|3.4|-1|800|50|17|-1|-1|96|1540
ricotta (part-skim)|1.6|-1|340|21|7|-1|-1|45|720
mozzarella (part-skim)|2.5|-1|340|21|7|-1|-1|79|1270
parmesan|4.2|-1|450|28|9|-1|-1|118|1900
cheddar|4|-1|450|28|9|-1|-1|113|1820
swiss cheese|3.8|-1|450|28|9|-1|-1|108|1730
feta|2.6|-1|380|24|8|-1|-1|74|1180
gouda|3.6|-1|480|30|10|-1|-1|102|1630
brie|3.3|-1|380|24|8|-1|-1|94|1500
camembert|3|-1|360|22|7.5|-1|-1|85|1360
blue cheese|3.5|-1|470|29|9.7|-1|-1|100|1600
provolone|3.5|-1|450|28|9|-1|-1|99|1580
monterey jack|3.7|-1|450|28|9|-1|-1|105|1680
colby jack|3.7|-1|450|28|9|-1|-1|105|1680
havarti|3.8|-1|470|29|9.7|-1|-1|108|1730
paneer|2.9|-1|400|25|8|-1|-1|82|1300
halloumi|3.2|-1|450|28|9|-1|-1|91|1450
sriracha|1|1|100|6|2|-1|-1|28|454
ketchup|1|1|200|12|4|-1|-1|28|454
mayonnaise|7.9|7.9|1580|99|33|-1|-1|224|3580
mustard|1|1|150|9|3|-1|-1|28|454
relish (sweet)|1.5|1.5|250|16|5|-1|-1|42|670
pickle (dill)|0.1|0.1|17|1|0.3|-1|-1|3|45
sauerkraut|0.2|0.2|27|1.7|0.6|-1|-1|6|95
kimchi|0.2|0.2|22|1.4|0.5|-1|-1|6|90
miso|2|-1|480|30|10|-1|-1|56|900
wasabi (paste)|1.3|1.3|200|12|4|-1|-1|37|590
horseradish (prepared)|1.1|1.1|170|11|3.5|-1|-1|31|500
capers|0.2|-1|23|1.4|0.5|-1|-1|6|98
olives (black, pitted)|1.5|-1|150|9|3|-1|-1|42|670
artichoke (hearts, canned)|0.25|-1|60|3.7|1.2|-1|-1|7|112
sun-dried tomato|3|-1|400|25|8|-1|-1|85|1360
roasted red pepper (jarred)|0.2|-1|30|2|0.7|-1|-1|6|96
pesto|4.5|4.5|800|50|17|-1|-1|128|2050
tahini|5.9|5.9|890|56|19|-1|-1|167|2670
hummus|1.7|-1|170|11|3.5|-1|-1|48|770
tzatziki|0.8|0.8|100|6|2|-1|-1|23|360
guacamole|1.6|-1|160|10|3.3|-1|-1|45|720
salsa|0.4|0.4|60|3.7|1.2|-1|-1|11|170
barbecue sauce|1.2|1.2|250|16|5|-1|-1|34|540
teriyaki sauce|1|1|150|9|3|-1|-1|28|454
hoisin sauce|2.5|2.5|400|25|8|-1|-1|71|1130
worcestershire sauce|0.8|0.8|120|7|2.5|-1|-1|23|370
hot sauce|0.1|0.1|15|1|0.3|-1|-1|3|50
buffalo sauce|1.5|1.5|200|12|4|-1|-1|42|670
ranch dressing|4.5|4.5|900|56|19|-1|-1|128|2050
caesar dressing|4.5|4.5|900|56|19|-1|-1|128|2050
italian dressing|4.5|4.5|900|56|19|-1|-1|128|2050
french dressing|4.5|4.5|900|56|19|-1|-1|128|2050
thousand island dressing|4.5|4.5|900|56|19|-1|-1|128|2050
vinaigrette|4.5|4.5|900|56|19|-1|-1|128|2050
stock (chicken/vegetable)|0.05|0.05|10|0.6|0.2|-1|-1|1.4|22
broth (chicken/vegetable)|0.05|0.05|10|0.6|0.2|-1|-1|1.4|22
bouillon (granules)|2.5|-1|250|16|5|-1|-1|71|1130
wine (red/white, average)|0.8|0.8|125|7.8|2.6|-1|-1|23|360
beer|0.4|0.4|43|2.7|0.9|-1|-1|11|170
sherry (cooking)|1.4|1.4|150|9|3|-1|-1|40|640
vermouth|1.1|1.1|130|8|2.7|-1|-1|31|500
rum (80 proof)|7|7|230|14|4.8|-1|-1|65|1050
vodka (80 proof)|7|7|230|14|4.8|-1|-1|65|1050
whiskey (80 proof)|7|7|230|14|4.8|-1|-1|65|1050
tequila (80 proof)|7|7|230|14|4.8|-1|-1|65|1050
brandy (80 proof)|7|7|230|14|4.8|-1|-1|65|1050
cognac (80 proof)|7|7|230|14|4.8|-1|-1|65|1050
port|1.6|1.6|200|12|4|-1|-1|45|720
sake|1.4|1.4|134|8|2.7|-1|-1|38|610
mirin|2.7|2.7|270|17|5.6|-1|-1|77|1230
rice vinegar|0.2|0.2|30|2|0.7|-1|-1|6|95
apple cider vinegar|0.2|0.2|30|2|0.7|-1|-1|6|95
balsamic vinegar|0.8|0.8|120|7|2.5|-1|-1|23|370
red wine vinegar|0.2|0.2|30|2|0.7|-1|-1|6|95
white wine vinegar|0.2|0.2|30|2|0.7|-1|-1|6|95
sherry vinegar|0.2|0.2|30|2|0.7|-1|-1|6|95
champagne vinegar|0.2|0.2|30|2|0.7|-1|-1|6|95
cornstarch|3.6|-1|381|24|8|-1|-1|108|1730
arrowroot|3.6|-1|357|22|7.5|-1|-1|101|1620
baking powder|-1|-1|0|0|0|-1|-1|0|0
baking soda|-1|-1|0|0|0|-1|-1|0|0
yeast (active dry)|3|-1|300|19|6|-1|-1|85|1360
jelly|2.7|2.7|1000|62|21|-1|-1|77|1230
jam|2.7|2.7|1000|62|21|-1|-1|77|1230
preserves|2.7|2.7|1000|62|21|-1|-1|77|1230
marmalade|2.7|2.7|1000|62|21|-1|-1|77|1230
marshmallow|3.2|-1|320|20|6.7|-1|-1|91|1450
candy (general, hard)|4|-1|400|25|8|-1|-1|113|1810
caramel|4.5|-1|450|28|9|-1|-1|128|2050
fudge|4.3|-1|430|27|9|-1|-1|122|1950
ice cream (vanilla)|2.1|-1|200|12|4|-1|-1|60|960
sherbet|1.6|-1|160|10|3.3|-1|-1|45|720
sorbet|1.4|-1|140|9|3|-1|-1|40|640
gelato|2|-1|190|12|4|-1|-1|54|860
popsicle|0.4|0.4|40|2.5|0.8|-1|-1|11|180
pie crust (prepared)|4.5|-1|450|28|9|-1|-1|128|2050
phyllo dough|3.1|-1|310|19|6.5|-1|-1|88|1400
puff pastry|5.5|-1|550|34|11|-1|-1|156|2500
shortcrust pastry|4.5|-1|450|28|9|-1|-1|128|2050
pizza dough (prepared)|2.5|-1|250|16|5|-1|-1|71|1130
bread crumbs|3.8|-1|380|24|8|-1|-1|108|1730
crouton|4.3|-1|430|27|9|-1|-1|122|1950
pita|2.6|-1|260|16|5.4|-1|-1|74|1180
naan|2.9|-1|290|18|6|-1|-1|82|1300
tortilla (flour)|3|-1|300|19|6|-1|-1|85|1360
matzo|3.8|-1|380|24|8|-1|-1|108|1730
lavash|2.7|-1|270|17|5.6|-1|-1|77|1230
bagel|2.5|-1|250|16|5|-1|-1|71|1130
croissant|4|-1|400|25|8|-1|-1|113|1810
brioche|3.5|-1|350|22|7|-1|-1|99|1580
ciabatta|2.7|-1|270|17|5.6|-1|-1|77|1230
focaccia|3.2|-1|320|20|6.7|-1|-1|91|1450
sourdough|2.5|-1|250|16|5|-1|-1|71|1130
rye bread|2.5|-1|250|16|5|-1|-1|71|1130
whole wheat bread|2.5|-1|250|16|5|-1|-1|71|1130
multigrain bread|2.6|-1|260|16|5.4|-1|-1|74|1180
english muffin|2.2|-1|220|14|4.6|-1|-1|62|990
muffin (blueberry)|3|-1|300|19|6|-1|-1|85|1360
biscuit (plain)|3.5|-1|350|22|7|-1|-1|99|1580
scone|3.8|-1|380|24|8|-1|-1|108|1730
pancake (prepared)|2.2|-1|220|14|4.6|-1|-1|62|990
waffle (prepared)|2.5|-1|250|16|5|-1|-1|71|1130
crepe (prepared)|2|-1|200|12|4|-1|-1|57|910
blini (prepared)|2|-1|200|12|4|-1|-1|57|910
latke (potato pancake)|2|-1|200|12|4|-1|-1|57|910
rosti (potato fritter)|2.5|-1|250|16|5|-1|-1|71|1130
hash brown (prepared)|1.5|-1|150|9|3|-1|-1|42|670
omelet (plain, 2 egg)|1.5|-1|150|9|3|-1|-1|42|670
frittata|1.5|-1|150|9|3|-1|-1|42|670
quiche|2|-1|200|12|4|-1|-1|57|910
souffle (cheese)|1.8|-1|180|11|3.8|-1|-1|51|820
custard|1.2|-1|120|7|2.5|-1|-1|34|540
pudding (chocolate)|1.5|-1|150|9|3|-1|-1|42|670
flan|1.4|-1|140|9|3|-1|-1|40|640
crème brûlée|2.2|-1|220|14|4.6|-1|-1|62|990
cheesecake|3.5|-1|350|22|7|-1|-1|99|1580
brownie|4.5|-1|450|28|9|-1|-1|128|2050
cookie (chocolate chip)|4.8|-1|480|30|10|-1|-1|136|2170
cake (chocolate, frosted)|4|-1|400|25|8|-1|-1|113|1810
cupcake (vanilla, frosted)|3.5|-1|350|22|7|-1|-1|99|1580
doughnut (glazed)|4|-1|400|25|8|-1|-1|113|1810
turnover (apple)|3|-1|300|19|6|-1|-1|85|1360
strudel (apple)|3.5|-1|350|22|7|-1|-1|99|1580
baklava|4.5|-1|450|28|9|-1|-1|128|2050
churro|3.5|-1|350|22|7|-1|-1|99|1580
macaron|4.5|-1|450|28|9|-1|-1|128|2050
meringue|1|-1|100|6|2|-1|-1|28|454
truffle (chocolate)|5.5|-1|550|34|11|-1|-1|156|2500
bonbon (chocolate)|5|-1|500|31|10.5|-1|-1|142|2270
praline|5|-1|500|31|10.5|-1|-1|142|2270
nougat|4|-1|400|25|8|-1|-1|113|1810
marzipan|4.5|-1|450|28|9|-1|-1|128|2050
halva|5.5|-1|550|34|11|-1|-1|156|2500
mochi|2.5|-1|250|16|5|-1|-1|71|1130
fortune cookie|4|-1|400|25|8|-1|-1|113|1810
rice cake (plain)|0.35|-1|35|2|0.7|-1|-1|10|160
energy bar (average)|4|-1|400|25|8|-1|-1|113|1810
protein powder (whey, unflavored)|3.6|-1|360|22|7.5|-1|-1|102|1630
whey (liquid, byproduct)|0.07|0.07|7|0.4|0.1|-1|-1|2|32
casein (powder)|3.6|-1|360|22|7.5|-1|-1|102|1630
soy protein (powder)|3.6|-1|360|22|7.5|-1|-1|102|1630
pea protein (powder)|3.6|-1|360|22|7.5|-1|-1|102|1630
hemp protein (powder)|3.6|-1|360|22|7.5|-1|-1|102|1630
spirulina (powder)|4|-1|400|25|8|-1|-1|113|1810
chlorella (powder)|4|-1|400|25|8|-1|-1|113|1810
bee pollen|3.5|-1|350|22|7|-1|-1|99|1580
royal jelly|1.5|-1|150|9|3|-1|-1|42|670
propolis|2.5|-1|250|16|5|-1|-1|71|1130
aloe vera (juice)|0.1|0.1|10|0.6|0.2|-1|-1|2.8|45
matcha (powder)|3.2|-1|320|20|6.7|-1|-1|91|1450
chai (tea, prepared with milk & sugar)|0.6|0.6|80|5|1.7|-1|-1|17|270
espresso (shot)|0.05|0.05|1|0.06|0.02|-1|-1|0.2|3
coffee (black, brewed)|0.02|0.02|2|0.1|0.04|-1|-1|0.5|8
tea (black, brewed, unsweetened)|0|0|0|0|0|-1|-1|0|0
herbal tea (brewed, unsweetened)|0|0|0|0|0|-1|-1|0|0
kombucha|0.3|0.3|30|2|0.7|-1|-1|8.5|135
soda (cola)|0.42|0.42|42|2.6|0.9|-1|-1|12|190
cola|0.42|0.42|42|2.6|0.9|-1|-1|12|190
lemonade (prepared)|0.4|0.4|40|2.5|0.8|-1|-1|11|180
iced tea (sweetened)|0.3|0.3|30|1.9|0.6|-1|-1|8.5|135
sports drink|0.25|0.25|25|1.5|0.5|-1|-1|7|112
energy drink|0.4|0.4|40|2.5|0.8|-1|-1|11|180
coconut water|0.2|0.2|20|1.2|0.4|-1|-1|6|95
mineral water|0|0|0|0|0|-1|-1|0|0
spring water|0|0|0|0|0|-1|-1|0|0
sparkling water|0|0|0|0|0|-1|-1|0|0
